accession,symbol,mito_pathways,description,coverage_percent,abundance_raw_wt_spf_1,abundance_raw_wt_spf_2,abundance_raw_aso_spf_1,abundance_raw_aso_spf_2,abundance_raw_aso_spf_3,abundance_raw_wt_spf_3,abundance_raw_aso_spf_4,abundance_raw_wt_spf_4,abundance_raw_wt_gf_1,abundance_raw_wt_gf_2,abundance_raw_wt_gf_3,abundance_raw_wt_gf_4,abundance_raw_aso_gf_1,abundance_raw_aso_gf_2,abundance_raw_aso_gf_3,abundance_raw_aso_gf_4,abundance_norm_wt_spf_1,abundance_norm_wt_spf_2,abundance_norm_aso_spf_1,abundance_norm_aso_spf_2,abundance_norm_aso_spf_3,abundance_norm_wt_spf_3,abundance_norm_aso_spf_4,abundance_norm_wt_spf_4,abundance_norm_wt_gf_1,abundance_norm_wt_gf_2,abundance_norm_wt_gf_3,abundance_norm_wt_gf_4,abundance_norm_aso_gf_1,abundance_norm_aso_gf_2,abundance_norm_aso_gf_3,abundance_norm_aso_gf_4,abundance_scaled_wt_spf_1,abundance_scaled_wt_spf_2,abundance_scaled_aso_spf_1,abundance_scaled_aso_spf_2,abundance_scaled_aso_spf_3,abundance_scaled_wt_spf_3,abundance_scaled_aso_spf_4,abundance_scaled_wt_spf_4,abundance_scaled_wt_gf_1,abundance_scaled_wt_gf_2,abundance_scaled_wt_gf_3,abundance_scaled_wt_gf_4,abundance_scaled_aso_gf_1,abundance_scaled_aso_gf_2,abundance_scaled_aso_gf_3,abundance_scaled_aso_gf_4,exp_q-value_combined,sum_pep_score,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
F8WJ98,,,Transmembrane and coiled-coil domains protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Tmcc1 PE=1 SV=2,5,1960217.563,1846249.688,1374673.234,1836146.438,2200260.031,1284902.594,1539773.656,1893506.203,1307484.625,1366832.406,1400716.922,1750700.375,1071349.688,1897263.844,1467705,1416037,1744542.634,1778995.682,1464245.301,1409438.103,2327343.489,1169022.391,1459136.681,1744510.901,1447683.673,1550676.271,1397192.607,1406635.454,1427694.774,1361987.644,1496389.056,1501892.412,7.066534134,7.206091423,5.931147336,5.70914248,9.427257255,4.73530223,5.910454098,7.066405594,5.864061956,6.28124907,5.659540245,5.697789926,5.783093894,5.516937211,6.061350484,6.083642663,0,9.842,3,12,3,690,76.1,6.55,,other membranes,,,ENSMUSG00000030126,Tmcc1,,
Q6V4S5,,,Protein sidekick-2 OS=Mus musculus OX=10090 GN=Sdk2 PE=1 SV=1,1,2230318.406,2256789.875,1802846.344,2313328.594,1167855.906,1710348.203,2074066.422,1830106.469,1977995.219,1632666.766,1951432.156,1642105.063,1223107.906,1968138.25,1942985.125,1377123.891,2452229.538,3012739.349,1685957.419,1943796.231,1518716.204,1759227.101,1799780.796,2206069.637,2010145.72,1668810.11,1821872.633,1726947.976,1403852.133,1516532.07,1755971.943,1629492.629,8.198107577,10.07196141,5.636364818,6.498351955,5.077256687,5.881314453,6.016890487,7.37516449,6.720166527,5.579039235,6.09074624,5.773401335,4.693251848,5.069954855,5.870432059,5.44759602,0,9.815,3,10,3,2176,239.8,7.36,cell adhesion;cell organization and biogenesis;developmental processes,plasma membrane;other membranes;other cell component,,237979,ENSMUSG00000041592,Sdk2,SDK interactions,
P63032,,,GTP-binding protein Rhes OS=Mus musculus OX=10090 GN=Rasd2 PE=2 SV=1,5,,525783.6875,511038.375,346173.75,538216.5,262489.6563,178380.4219,330931.8125,364979,534632.6875,327496.4375,142604.5781,474122.0625,412563,356168.7813,406161.0938,,422529.9551,424506.4473,496873.7132,418441.3542,338945.5799,251348.06,373473.8868,414780.4906,504173.3379,339900.0488,266368.8793,446584.0623,388089.9695,408853.9129,517859.4648,,,,,,,,,,,,,,,,,0,9.73,1,4,1,266,30.2,9.01,cell-cell signaling;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,75141,ENSMUSG00000034472,Rasd2,,
E9QMN8,,,Solute carrier family 15 member 2 OS=Mus musculus OX=10090 GN=Slc15a2 PE=1 SV=1,5,2067322.586,5033535.938,2332815.648,2464718.594,2156450.094,4349953.625,1424410.719,1630759.438,5066318,2622313.094,5895457.25,5654668.375,3304853.75,4964884.094,4663875.188,2166849.719,1865989.42,4123243.008,2736796.339,2602629.728,2967520.16,3426980.644,2292109.226,2237233.114,4023329.462,2551913.307,3748579.268,3932892.592,3461144.329,4125796.456,3596967.877,3157258.367,3.669568052,8.108578029,5.382056459,5.118210639,5.835787201,6.739340831,4.507555455,4.399638644,7.912092695,5.018474084,7.371781734,7.734243749,6.806525545,8.113599522,7.073629821,6.208917539,0,9.723,4,7,4,740,82.9,7.08,transport,other membranes,transporter activity,57738,ENSMUSG00000022899,Slc15a2,,
Q8BG13,,,RNA-binding protein 3 OS=Mus musculus OX=10090 GN=Rbm3 PE=1 SV=1,18,,889388.4688,,,,,,310706.9063,352342.1875,281364.6875,419753.4688,411318.1875,787425.7813,707469.4844,874352.75,871220.9063,,876848.0568,,,,,,401593.6134,506014.9766,426172.1136,500634.9271,455534.9163,665822.6995,622447.4531,615271.9295,723334.8499,,,,,,,,,,,,,,,,,0,9.701,2,2,2,154,16.8,8.38,,nucleus;other cell component,nucleic acid binding activity,19652,ENSMUSG00000031167,Rbm3,,mRNA processing
Q8C1Q6,,,Small integral membrane protein 4 OS=Mus musculus OX=10090 GN=Smim4 PE=1 SV=2,14,373667.2188,325866.6875,428448.6875,294526.1563,327772.0313,360076.9688,394678,320862.8438,238549.4219,203653.1563,201421.0156,208123.1719,166865.3281,163462.6563,,,400892.5774,334396.6514,348823.0538,310294.8201,570196.515,354248.9877,302572.2712,358319.6547,303507.9841,326196.6636,211402.3448,244613.1444,230131.146,241435.4585,,,,,,,,,,,,,,,,,,,0,9.699,1,5,1,80,9.7,10.93,,other membranes,,66487,ENSMUSG00000058351,Smim4,,
Q8BQU6,,,Gap junction gamma-2 protein OS=Mus musculus OX=10090 GN=Gjc2 PE=1 SV=2,3,2777668,3006599.953,2872177.344,3064708.219,1879762.969,3315569.297,3493055.016,2448602.953,7387363.219,6074538.594,7286538.688,7587893.047,6533172,8283736.75,7380553.391,5037620.945,4480645.532,3974069.835,5046782.547,3572803.377,3089361.289,3777715.425,3739963.659,3153627.316,3729400.632,4141383.269,5236809.607,5579734.663,4958621.548,4262901.27,5823875.192,4323581.701,6.503937416,5.768611087,7.325720725,5.186147709,4.484401262,5.483590372,5.428791321,4.577687422,5.413458426,6.011477007,7.601556896,8.099334077,7.197749518,6.187867992,8.453719335,6.275949435,0,9.688,1,2,1,440,47,7.12,cell-cell signaling;transport;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,transporter activity,118454,ENSMUSG00000043448,Gjc2,Gap junction assembly,Calcium Regulation in the Cardiac Cell
E9Q7M2,,,"TSC22 domain family, member 2 OS=Mus musculus OX=10090 GN=Tsc22d2 PE=1 SV=1",3,590861.5,471619.625,137696.4688,628324.5625,264693.5,,,252166.5469,292984.125,636503.25,171372.25,691915.2344,301441.2813,397103.5,975739.875,509683,793576.9479,404563.6849,545504.1272,565964.9666,418836.2925,,,320103.7486,368648.7695,592174.5452,317814.644,387893.2703,344626.8808,402857.9284,680830.1992,495766.9869,,,,,,,,,,,,,,,,,0,9.649,2,5,2,769,78.1,4.89,stress response;other biological processes,,,72033,ENSMUSG00000027806,Tsc22d2,,
Q61672,,,Equilibrative nucleoside transporter 2 OS=Mus musculus OX=10090 GN=Slc29a2 PE=1 SV=2,3,,770941.5,,717776.3125,497770.2813,867735,,,826143.3125,,597821.0625,678139.75,467233.0625,553499.5625,601608.125,,,839368.6444,,843128.2163,722350.1079,678776.7592,,,714564.3723,,599403.933,621724.4827,526027.2404,530331.8461,557688.6731,,,,,,,,,,,,,,,,,,0,9.633,1,4,1,456,50.2,6.51,transport,plasma membrane;other membranes;nucleus;other cell component,transporter activity,13340,ENSMUSG00000024891,Slc29a2,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,
O08992,,,Syntenin-1 OS=Mus musculus OX=10090 GN=Sdcbp PE=1 SV=1,14,1000970.766,1256847.875,1025913.078,970148.6758,431941.1133,1155343.609,1634615.5,1071126.703,1478723.328,1206964.109,1411771.906,1331702.688,1336539.672,1566977.703,1358643.609,991647.2891,1514002.634,1452782.032,1101008.338,1044069.455,1285179.962,1296218.996,1681143.266,1280201.2,1119769.264,1061996.324,1555582.272,1191353.473,1203450.558,1301928.234,1045420.286,1073998.397,7.492056564,7.189105829,5.44835033,5.166587719,6.359725375,6.414352139,8.319153585,6.335087924,5.54118895,5.255299001,7.6978138,5.895424094,5.955286636,6.44260436,5.173272316,5.314691376,0,9.63,3,4,3,299,32.4,7.15,cell-cell signaling;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,53378,ENSMUSG00000028249,Sdcbp,Regulation of necroptotic cell death; Neutrophil degranulation; Ephrin signaling; Neurofascin interactions,IL-5 Signaling Pathway
Q9CY18,,,Sorting nexin-7 OS=Mus musculus OX=10090 GN=Snx7 PE=1 SV=1,3,1304654.625,2057779.25,1259775.25,1316808,1291838.25,1974402.75,2474574.75,1745900.625,4228055,3938191.25,4877124,4628252,3910926.5,4238330,3484479.5,3171171.25,2087455.122,2159336.942,2762879.983,1763706.024,2161009.26,2371093.105,2079938.514,2117128.102,3494256.752,3569895.448,2976552.338,2753982.714,4103185.989,2819700.336,2648768.607,3299306.647,4.835632065,5.002147756,6.400267434,4.085660722,5.006021716,5.492685196,4.818219689,4.904370125,8.094516532,8.269735102,6.895243772,6.379656731,9.505113441,6.531892933,6.13592612,7.642910665,0,9.576,1,2,1,387,45,5.07,transport,other membranes,other molecular function,,ENSMUSG00000028007,Snx7,,
Q8JZZ5,,,Phosphatidylinositol transfer protein beta isoform OS=Mus musculus OX=10090 GN=Pitpnb PE=1 SV=1,11,,,,,,,,,1025962.25,530765.8125,672448.1875,659589.9375,,,504035.5938,305022.6875,,,,,,,,,826634.2214,579735.5152,633381.9786,624234.5156,,,577070.4005,465707.2196,,,,,,,,,,,,,,,,,0,9.542,3,11,2,272,31.6,6.37,cell organization and biogenesis;transport,,transporter activity;other molecular function,56305,ENSMUSG00000050017,Pitpnb,,
P60041,,,Somatostatin OS=Mus musculus OX=10090 GN=Sst PE=1 SV=1,9,,881120.125,,,1029309.25,1018862,2184908.25,1153743.375,1453907.125,,1111482.375,4084517.25,,,1533336.625,,,1017942.051,,,1487016.824,952876.5132,1591539.089,1239595.473,1428796.51,,880750.0368,2073534.306,,,1123582.733,,,,,,,,,,,,,,,,,,0,9.536,1,15,1,116,12.7,5.52,stress response;signal transduction;other biological processes,non-structural extracellular;other cell component,signal transduction activity or receptor binding,20604,ENSMUSG00000004366,Sst,G alpha (i) signalling events; Peptide ligand-binding receptors,
G3UZJ3,,,Dystrobrevin beta OS=Mus musculus OX=10090 GN=Dtnb PE=1 SV=1,5,178275.1719,,,,230775.2813,207619.0469,,,286854.375,332811.9375,375190.7188,395699.4688,271326.9063,,379794.3438,262317.2188,294208.572,,,,274728.7943,284752.8865,,,350157.1626,277841.65,335237.4617,344097.8832,288115.8996,,326511.4826,292717.0653,,,,,,,,,,,,,,,,,0,9.526,3,29,1,559,63.4,8.38,,other cell component,other molecular function,,ENSMUSG00000071454,Dtnb,,
Q8C180,,,Fibroblast growth factor receptor substrate 2 OS=Mus musculus OX=10090 GN=Frs2 PE=1 SV=3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.525,1,1,1,508,56.8,6.16,cell cycle OR cell proliferation;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;other cell component,signal transduction activity or receptor binding,327826,ENSMUSG00000020170,Frs2,"RND2 GTPase cycle; RAF/MAP kinase cascade; RET signaling; RND1 GTPase cycle; PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; PI3K Cascade; PI-3K cascade:FGFR1; FRS-mediated FGFR1 signaling; Negative regulation of FGFR1 signaling; PI-3K cascade:FGFR2; FRS-mediated FGFR2 signaling; Negative regulation of FGFR2 signaling; FRS-mediated FGFR4 signaling; PI-3K cascade:FGFR4; Negative regulation of FGFR4 signaling; FRS-mediated FGFR3 signaling; PI-3K cascade:FGFR3; Negative regulation of FGFR3 signaling; Frs2-mediated activation; Activated NTRK2 signals through FRS2 and FRS3",
A2ALV7,,,Proteasome adapter and scaffold protein ECM29 (Fragment) OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=1,2,5952933.625,6266748.875,6802957.281,7140157.219,6631890.609,6217413.906,6279390.906,6709584.844,7138321.688,5737827.875,6799949.016,6151190.453,5232248.5,7536259.922,7089704.25,5182707.406,7042445.924,6887733.602,6981932.193,7755170.918,6442452.837,6364184.593,7014052.922,6393982.066,6318213.021,5014923.671,5738071.678,6216419.083,5840874.26,5959394.408,6124820.378,6031771.57,6.895810437,6.744319484,6.836556703,7.593695306,6.308310209,6.23167164,6.868008625,6.26084868,6.186657273,4.910504583,5.618595441,6.086982855,5.719257502,5.835309863,5.997291387,5.906180011,0,9.504,3,18,3,1490,164.4,7.93,cell organization and biogenesis,other cell component,other molecular function,,ENSMUSG00000050812,Ecpas,,
A2AJ26,,,ATP-binding cassette sub-family A member 2 OS=Mus musculus OX=10090 GN=Abca2 PE=1 SV=1,1,243863.0625,170032.25,257757.0938,170565.3906,,241454.4375,332264.25,292139.75,,,214753.8281,,,329694.0625,,,285047.583,235938.4533,299572.1536,227719.3369,,296233.621,361873.7633,407904.1812,,,216240.8704,,,278294.8291,,,,,,,,,,,,,,,,,,,0,9.503,1,1,1,2433,270.4,6.47,transport,other membranes,transporter activity;other molecular function,11305,ENSMUSG00000026944,Abca2,,
Q9JJ28,,,Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1,1,,,,,,,,,102104.3047,,96782.92969,119446.4531,88062.25,,71179.32031,58708.34375,,,,,,,,,125689.6348,,99318.13241,200864.0638,116029.1343,,131246.0148,112418.5496,,,,,,,,,,,,,,,,,0,9.494,1,1,1,1271,144.7,6.06,cell organization and biogenesis;developmental processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,14248,ENSMUSG00000002812,Flii,,
D3YWJ8,,,Katanin p60 ATPase-containing subunit A-like 1 (Fragment) OS=Mus musculus OX=10090 GN=Katnal1 PE=1 SV=1,14,202105.25,336673.3672,291980.875,,,310927.9375,317194.125,,855744.125,663698.6563,958893,418631.4688,840040.0313,927075.8438,374091.7188,745627.9063,533483.0976,449278.1226,407940.5568,,,397354.2139,384350.4108,,600481.7331,563449.515,591254.5978,357481.0657,608415.4828,592937.7345,419034.0941,597080.4364,,,,,,,,,,,,,,,,,0,9.48,2,2,2,153,17.5,9.07,,,,,ENSMUSG00000041298,Katnal1,,
P97355,,,Spermine synthase OS=Mus musculus OX=10090 GN=Sms PE=1 SV=1,10,,,,,,,68364.96875,,637311.5938,549420.4531,401118.3594,601901.0313,160022.9531,379346.2813,388763.4688,340489.7813,,,,,,,261255.1758,,477978.7457,465892.3285,412231.8695,523465.6873,274478.9017,393696.8962,403298.6797,409658.7018,,,,,,,,,,,,,,,,,0,9.473,2,6,2,366,41.3,5.06,other metabolic processes,,other molecular function,20603,ENSMUSG00000071708,Sms,Metabolism of polyamines,
Q9CQB5,,,CDGSH iron-sulfur domain-containing protein 2 OS=Mus musculus OX=10090 GN=Cisd2 PE=1 SV=1,26,1966845,1070427.188,649881.5625,1096813.438,564367.625,1057875.031,693597.0625,766473.3125,1064606.906,705946,1820466.313,1421984.5,1347471.594,1254404.031,1028719.813,1129506.281,1649487.91,1006588.894,1077402.776,1500514.716,760278.9907,1229151.606,767033.9027,822664.4254,846200.4987,875764.6033,1299784.496,971471.0392,1174915.979,1205772.955,1162092.078,1101294.281,9.452425733,5.768279176,6.174079639,8.598731659,4.35679501,7.043679554,4.395504177,4.714296077,4.849170048,5.018587782,7.448442842,5.567035559,6.732881136,6.909707695,6.659393495,6.310990419,0,9.454,3,6,3,135,15.2,9.51,cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes,other membranes;mitochondrion;ER/Golgi;other cell component,other molecular function,67006,ENSMUSG00000028165,Cisd2,,
J3QJX3,,,Protein sel-1 homolog 1 OS=Mus musculus OX=10090 GN=Sel1l PE=1 SV=1,2,151885.7188,165570.2813,172493.9063,,108567.8281,167545.3438,206228.5938,157353.6094,201915.7969,108247.7734,194285.9844,151615.7031,,,,155859.8281,239907.3663,138833.8712,283364.0739,,363619.7114,171822.037,240084.2762,184130.2019,175361.1035,176583.193,190668.611,211641.1312,,,,194997.527,,,,,,,,,,,,,,,,,0,9.446,1,3,1,740,82.4,6.02,,,,,ENSMUSG00000020964,Sel1l,,
F6R8S6,,,Proline-rich AKT1 substrate 1 (Fragment) OS=Mus musculus OX=10090 GN=Akt1s1 PE=1 SV=9,8,61449.56641,,28647.30469,,29644.94922,78790.15625,46847.69922,76083.55469,,,141404.8594,184144.5469,202108.1406,185159.0938,170056.7031,,202777.9122,,71790.10686,,74354.74155,85595.31873,77782.85364,111127.7038,,,126301.0459,130000.2136,137742.3488,140904.911,137973.2013,,,,,,,,,,,,,,,,,,0,9.43,1,1,1,247,26,4.49,signal transduction;other biological processes,,,,ENSMUSG00000011096,Akt1s1,,
Q2WF71,,,Leucine-rich repeat and fibronectin type III domain-containing protein 1 OS=Mus musculus OX=10090 GN=Lrfn1 PE=1 SV=1,2,1097140,1386993.875,1775280.625,1719439.75,1478455.375,1811438.75,1851121,1722715.625,932137.875,836043.5,955874.3125,1027650.063,829668.25,1027610.188,1164653.875,855429.0625,1327765.853,1425189.858,1530031.27,1408535.132,1466101.497,1397979.608,1439816.501,1450861.919,921939.5337,1061745.605,954447.1892,1180687.244,914970.0065,1029744.282,1136297.8,980400.8424,6.765163917,7.261553672,7.795736213,7.176695373,7.470004537,7.12291341,7.336078584,7.392356627,4.69741864,5.409751307,4.863049966,6.015776594,4.661907866,5.246699822,5.789605794,4.995287677,0,9.427,1,1,1,766,81.9,7.59,other biological processes,plasma membrane;other membranes;other cell component,,80749,ENSMUSG00000030600,Lrfn1,Synaptic adhesion-like molecules,
Q6ZQ29,,,Serine/threonine-protein kinase TAO2 OS=Mus musculus OX=10090 GN=Taok2 PE=1 SV=3,2,262758.9375,248142.2813,298279.5,263493.1875,201650.0313,236749.5,335728.5,338269.1563,432039.3438,260029.7656,337963.375,384136.0313,379147.5938,319274.0313,343362.2813,295486.375,359668.6283,312657.6906,405924.229,361905.9815,354411.8236,307535.0083,351399.3896,325752.0503,340644.4659,307649.0751,340475.3497,462951.4677,364241.7297,331760.7221,295070.3881,327048.5421,6.481570929,5.634389098,7.315140869,6.521890163,6.386838306,5.542073489,6.33255138,5.870361921,6.138737421,5.544129082,6.135689786,8.342825976,6.563982569,5.978643904,5.317449172,5.893725937,0,9.388,2,28,1,1240,139.2,7.06,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,other membranes;cytosol;cytoskeleton;nucleus;other cell component,signal transduction activity or receptor binding;kinase activity;other molecular function,381921,ENSMUSG00000059981,Taok2,,
P84244,,,Histone H3.3 OS=Mus musculus OX=10090 GN=H3-3a PE=1 SV=2,17,15281757.5,143882688,31689523.5,22885367.5,45372747,12761641.25,28646801.5,26363749,5761860.25,4036452.313,13230768.5,23022688.5,28928404.5,6493431.875,13075778.25,10968804.75,19115392.02,47057295.22,23051085.94,18624082.77,27356038.6,16520284.78,21225159.3,19719053.6,10243029.87,8149157.984,12830534.3,14900690.82,17420402.93,9953608.229,13978196.39,13618442.47,6.507091592,16.01882555,7.846845482,6.339844468,9.312299144,5.623688284,7.225279786,6.712584691,3.486841048,2.774063819,4.367656271,5.072360526,5.930098494,3.388318709,4.758333185,4.635868956,0,9.381,3,47,3,136,15.3,11.27,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,15078; 15081,ENSMUSG00000016559; ENSMUSG00000060743,H3-3a; H3-3b,Factors involved in megakaryocyte development and platelet production; Estrogen-dependent gene expression; Transcriptional regulation by small RNAs; Senescence-Associated Secretory Phenotype (SASP); RNA Polymerase I Promoter Escape; B-WICH complex positively regulates rRNA expression; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; PRC2 methylates histones and DNA; Oxidative Stress Induced Senescence; SIRT1 negatively regulates rRNA expression; NoRC negatively regulates rRNA expression; Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3; RNA Polymerase I Promoter Opening,PluriNetWork: mechanisms associated with pluripotency
Q9DAM7,,,Transmembrane protein 263 OS=Mus musculus OX=10090 GN=Tmem263 PE=1 SV=1,31,410975.0313,603872.625,820022.4766,631386.1875,573045.375,787819.1641,402136.5625,959941.0313,1130730.547,985596.5625,1078475.766,1326195.313,949880.4531,1179503.844,765616.375,560230.375,587596.855,1408017.507,699446.4873,705849.6768,829444.5396,754144.1162,535071.6752,816190.5097,952964.1268,954283.403,920053.1895,1132635.507,839012.233,951047.4936,746567.6664,838324.5708,4.298236544,10.29956551,5.116410046,5.163249002,6.067338177,5.516519995,3.914017933,5.970385726,6.970876715,6.980527143,6.730135139,8.285162327,6.137325293,6.956856656,5.461098709,6.132295085,0,9.363,2,2,2,115,11.5,9.32,,other membranes,,103266,ENSMUSG00000060935,Tmem263,,
Q7M729,,,Sodium channel subunit beta-4 OS=Mus musculus OX=10090 GN=Scn4b PE=1 SV=1,18,5532213,10428927.25,15035812.73,15121659.39,15529061.27,6376955.641,3776509.172,8968730.313,7962209.109,8476728.555,7488494.031,6726683.344,8604969.875,12177780.06,10521891,10562816.31,6029465.271,10028686.22,10686608.57,9193515.343,12433609.84,8177880.539,5647780.274,8088501.815,6556833.812,6645984.63,7824399.181,6362984.631,7731321.05,9156199.768,8051236.421,11006618.15,4.512342405,7.505286796,7.997663945,6.880260069,9.305088002,6.12017741,4.226696279,6.053287994,4.907015453,4.973734308,5.855638375,4.761942243,5.785980391,6.852333769,6.02539925,8.237153312,0,9.347,4,34,4,228,25.2,8.82,cell-cell signaling;transport;other biological processes,plasma membrane;other membranes;other cell component,transporter activity;other molecular function,399548,ENSMUSG00000046480,Scn4b,Phase 0 - rapid depolarisation,
